FG,Dist,portion_from_2,portion_from_0_to_3,portion_from_3_to_10,portion_from_10_to_16,portion_from_over_16,portion_from_3,portion_from_3_corner,portion_from_3_top,percentage_from_2,percentage_from_0_to_3,percentage_from_3_to_10,percentage_from_10_to_16,percentage_from_over_16,percentage_from_3,percentage_from_3_corner,percentage_from_3_top,portion_assisted_2,portion_assisted_3,heaves_attempted,heaves_made,year,Team
0.467,13.4,0.69,0.243,0.159,0.139,0.149,0.31,0.05952,0.25048,0.508,0.673,0.418,0.436,0.405,0.375,0.376,0.374762376,0.548,0.88,17,0,2018,Washington Wizards
0.441,12.5,0.882,0.214,0.159,0.222,0.287,0.118,0.019824,0.098176,0.448,0.631,0.324,0.394,0.422,0.388,0.439,0.377701923,0.561,0.784,3,0,2002,Washington Wizards
0.45,11.9,0.82,0.317,0.154,0.107,0.242,0.18,0.03456,0.14544,0.476,0.614,0.386,0.383,0.395,0.33,0.326,0.330950495,0.506,0.825,6,0,2009,Washington Wizards
0.447,12.6,0.791,0.287,0.164,0.093,0.247,0.209,0.037411,0.171589,0.471,0.638,0.354,0.388,0.385,0.357,0.356,0.357218027,0.463,0.757,10,0,2006,Washington Wizards
0.449,12.6,0.817,0.279,0.148,0.116,0.274,0.183,0.042639,0.140361,0.471,0.619,0.359,0.403,0.408,0.353,0.382,0.344190352,0.474,0.775,14,0,2010,Washington Wizards
0.475,13.1,0.716,0.3,0.137,0.108,0.169,0.284,0.072136,0.211864,0.515,0.629,0.429,0.426,0.442,0.372,0.351,0.379150134,0.496,0.858,10,0,2017,Washington Wizards
0.45,13.2,0.763,0.294,0.121,0.079,0.269,0.237,0.049296,0.187704,0.482,0.626,0.386,0.355,0.405,0.348,0.352,0.346949495,0.487,0.781,8,1,2007,Washington Wizards
0.439,11.3,0.869,0.249,0.219,0.199,0.202,0.131,0.028296,0.102704,0.456,0.625,0.356,0.397,0.415,0.324,0.361,0.313806122,0.563,0.753,3,0,2001,Washington Wizards
0.446,13,0.759,0.285,0.145,0.098,0.231,0.241,0.043621,0.197379,0.475,0.633,0.384,0.353,0.388,0.356,0.38,0.350695971,0.474,0.805,7,0,2008,Washington Wizards
0.46,12.9,0.718,0.291,0.129,0.111,0.188,0.282,0.069372,0.212628,0.501,0.638,0.41,0.415,0.4,0.358,0.382,0.350169761,0.548,0.872,14,1,2016,Washington Wizards
0.462,12.6,0.797,0.286,0.142,0.138,0.23,0.203,0.056637,0.146363,0.488,0.658,0.385,0.409,0.389,0.36,0.371,0.355743412,0.578,0.889,12,0,2015,Washington Wizards
0.437,12.5,0.78,0.268,0.188,0.118,0.206,0.22,0.04576,0.17424,0.463,0.664,0.323,0.345,0.396,0.343,0.321,0.348777778,0.478,0.763,8,1,2005,Washington Wizards
0.459,13.2,0.754,0.273,0.143,0.116,0.221,0.246,0.075276,0.170724,0.485,0.676,0.374,0.366,0.384,0.38,0.401,0.370740634,0.525,0.895,14,1,2014,Washington Wizards
0.421,11.9,0.806,0.29,0.18,0.123,0.213,0.194,0.041516,0.152484,0.44,0.618,0.317,0.34,0.358,0.341,0.371,0.332832061,0.511,0.808,4,0,2004,Washington Wizards
0.435,13.1,0.777,0.238,0.177,0.145,0.216,0.223,0.07359,0.14941,0.455,0.623,0.393,0.371,0.377,0.365,0.457,0.319686567,0.543,0.901,8,0,2013,Washington Wizards
